Generation,Phase,Fitness,Score,Lines,Tetris Lines,Pieces,Fitness P95,Score P95,Lines P95,Tetris Lines P95,Fitness P50,Score P50,Lines P50,Tetris Lines P50,Seed,Genome
1,survival,1104,1104,5,0,18,1104,1104,5,0,410,410,0,0,"45683597706909905225705740179208901145235423637616003781192249940621976928256","[866853, -673084, -632749, -568635, -999117, 301378, 306018, -615481, 822580, 480410]"
score,4,3867,13,4,50,4,3867,13,4,3,3319,12,3,"47040536252659704390825712659779462565390931270416479141029643503214708916224","[-842758, -937491, 31847, 9064, 45372, -50854, 773208, -137911, -459028, -977903]"
